,Unnamed: 0,summary,document,label
928,928,bush to discuss aid to victims in wake of hurricane ike,"us president george w. bush was set to meet with his top disaster relief aides sunday to discuss assistance to victims of hurricane ike , the white house said .",0
929,929,pope lauds power of love at lourdes mass,"pope benedict xvi celebrated an open-air mass in the french town of lourdes on sunday , leading more than ###,### faithful in prayer at one of the most revered roman catholic shrines .",0
930,930,major russian plane crashes,the crash of an UNK passenger jet near perm in the ural mountains on sunday is the latest in a string of russian air disasters in recent years .,1
931,931,troops overrun muslim rebel camp in southern philippines,"philippine troops backed by artillery overran a muslim rebel base in the restive south on sunday after heavy fighting , afp photographers and the military said .",1
932,932,## police reported killed in turkmen clashes,"turkmen police fought lengthy gun battles with a gang of drug dealers , officials said sunday , after reports ## police had been killed in the clashes in the capital of the reclusive central asian state .",0
933,933,iran mps in new bid to oust vp over israel remark,"iranian mps critical of remarks about israel by a close aide of president mahmoud ahmadinejad began new moves on sunday to strip him of his position as vice president , the fars news agency reported .",0
934,934,the roots of the UNK america diplomatic upset,"latin america , often treated as a subjugate region in the past by its powerful northern neighbor the united states , this week rattled washington when several leftwing nations moved as a bloc to deal a diplomatic blow .",2
935,935,lebanon set for national dialogue amid new security concerns,lebanon 's rival political leaders meet on tuesday for talks set to focus on the divisive issue of hezbollah 's weapons as lebanon grapples with new security concerns after another deadly bombing .,0
936,936,israel mulls plan to compensate west bank settlers,israel 's cabinet on sunday discussed the most detailed plan ever offered to compensate settlers for leaving their homes in parts of the west bank ahead of a future peace deal with the palestinians .,0
937,937,russian jet crash kills all ## on board,"an aeroflot boeing-### jet crashed near a ural mountains city sunday killing all ## passengers and crew on board , after reportedly catching fire in the sky , the airline said .",0
938,938,kim sends greetings to russian leader amid speculation on health,north korean state media sunday reported official activities by leader kim jong - il but a new report indicated his health may be worse than earlier believed following a stroke .,1
939,939,more witnesses to testify against us soldier after murder of iraqi,more witnesses are set to testify on sunday against a us soldier on the second day of a pre-trial hearing on charges of murdering an iraqi detainee by shooting him and then burning him with an incendiary grenade .,0
940,940,india faces up to domestic terror threat after delhi blasts,"traditionally focused on the threat from rival pakistan , india must now deal with an apparently home-grown islamist group , experts said on sunday after deadly bombs hit new delhi .",0
941,941,nz company knew of contaminated milk weeks before china recall,new zealand dairy giant fonterra said sunday it knew last month its chinese joint venture partner was selling contaminated milk which has since caused at least one death .,0
942,942,pre-trial hearing resumes for us soldier accused of killing iraqi,"the pre-trial hearing of a us soldier charged with murdering an iraqi entered its second day on sunday at a military base near tikrit , the hometown of executed dictator saddam hussein .",0
943,943,china vows better food safety after baby milk scandal,china vowed sunday to improve its food safety supervision after confirming ### babies suffered kidney stones and at least one died after drinking contaminated milk powder .,0
